"Archive","SHA256","Package","Version","Architecture"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libacl","2.3.2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libandroid-glob","0.6-3","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","tar","1.35-2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","xz-utils","5.8.2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","zstd","1.5.7-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","dpkg","1.22.6-5","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","findutils","4.10.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libgpg-error","1.58","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libassuan","3.0.2-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libgcrypt","1.11.2-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libnpth","1.6-3","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","gpgv","2.5.17","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","grep","3.12-3","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libnettle","4.0+really3.10.2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libunistring","1.3-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libidn2","2.3.8-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libevent","2.1.12-3","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libnghttp2","1.68.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libngtcp2","1.20.0","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","resolv-conf","1.3","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libunbound","1.24.2-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libgnutls","3.8.11","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","liblz4","1.10.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","sed","4.9-2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","termux-keyring","3.13","all"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","termux-licenses","2.1","all"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","xxhash","0.8.3-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","apt","2.8.1-2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","readline","8.3.1-2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libnghttp3","1.15.0","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libssh2","1.11.1-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libcurl","8.18.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","curl","8.18.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","dash","0.5.12-2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libmpfr","4.2.1-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","gawk","5.3.1-2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","procps","3.3.17-6","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","psmisc","23.7-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","termux-am","0.8.0-2","all"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","termux-am-socket","1.5.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","termux-core","0.4.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","termux-exec","1:2.4.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libandroid-posix-semaphore","0.1-4","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libcap-ng","2:0.9","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libsmartcols","2.41.2-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","util-linux","2.41.2-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","dialog","1.3-20240307-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","termux-tools","1.46.0+really1.45.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","bash","5.3.9","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","command-not-found","3.2-16","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","ed","1.22.5","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","debianutils","5.23.2-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","dos2unix","7.5.2-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","inetutils","2.6-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","libtirpc","1.3.7-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","lsof","4.99.5-2","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","nano","8.7.1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","net-tools","2.10.0-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","patch","2.8-1","i686"
"bootstrap-i686.zip","f5bc0b025b9f3b420b5fcaeefc064f888f5f22a0d6fd7090f4aac0c33eb3555b","unzip","6.0-10","i686"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","pcre2","10.47","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libandroid-selinux","14.0.0.11-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libandroid-support","29-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libc++","29","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libgmp","6.3.0-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libiconv","1.18-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","ca-certificates","1:2025.12.02","all"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","zlib","1.3.1-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","openssl","1:3.6.1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","coreutils","9.9","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libbz2","1.0.8-8","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","bzip2","1.0.8-8","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","diffutils","3.12-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","gzip","1.14-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","ncurses","6.6.20260124+really6.5.20250830","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","less","692","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","liblzma","5.8.2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libmd","1.1.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","attr","2.5.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libacl","2.3.2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libandroid-glob","0.6-3","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","tar","1.35-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","xz-utils","5.8.2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","zstd","1.5.7-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","dpkg","1.22.6-5","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","findutils","4.10.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libgpg-error","1.58","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libassuan","3.0.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libgcrypt","1.11.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libnpth","1.6-3","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","gpgv","2.5.17","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","grep","3.12-3","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libnettle","4.0+really3.10.2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libunistring","1.3-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libidn2","2.3.8-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libevent","2.1.12-3","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libnghttp2","1.68.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libngtcp2","1.20.0","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","resolv-conf","1.3","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libunbound","1.24.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libgnutls","3.8.11","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","liblz4","1.10.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","sed","4.9-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","termux-keyring","3.13","all"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","termux-licenses","2.1","all"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","xxhash","0.8.3-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","apt","2.8.1-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","readline","8.3.1-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libnghttp3","1.15.0","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libssh2","1.11.1-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libcurl","8.18.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","curl","8.18.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","dash","0.5.12-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libmpfr","4.2.1-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","gawk","5.3.1-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","procps","3.3.17-6","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","psmisc","23.7-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","termux-am","0.8.0-2","all"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","termux-am-socket","1.5.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","termux-core","0.4.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","termux-exec","1:2.4.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libandroid-posix-semaphore","0.1-4","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libcap-ng","2:0.9","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libsmartcols","2.41.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","util-linux","2.41.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","dialog","1.3-20240307-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","termux-tools","1.46.0+really1.45.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","bash","5.3.9","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","command-not-found","3.2-16","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","ed","1.22.5","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","debianutils","5.23.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","dos2unix","7.5.2-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","inetutils","2.6-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","libtirpc","1.3.7-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","lsof","4.99.5-2","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","nano","8.7.1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","net-tools","2.10.0-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","patch","2.8-1","x86_64"
"bootstrap-x86_64.zip","b7fd0f2e3a4de534be3144f9f91acc768630fc463eaf134ab2e64c545e834f7a","unzip","6.0-10","x86_64"
